id,ts,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
388,1565803800,13.875,36.49,50.81,0,127.28,0,0,0,0,0
389,1565805600,13.875,0,51.00,0,0,0,0,0,0,0
390,1565807400,13.875,0,65.60,100.00,0,0,0,0,173.00,65.00
391,1565809200,13.875,0,125.16,169.74,0,0,0,0,0,103.06
392,1565811000,13.875,0,43.24,157.00,0,0,0,0,0,128.00
393,1565812800,13.875,0,0,39.84,0,0,0,0,0,142.89
394,1565814600,13.875,0,0,80.00,116.67,17.05,0,51.61,144.00,42.50
395,1565816400,13.875,0,0,0,1.00,21.94,0,28.80,0,0
396,1565818200,13.875,0,0,0,19.09,43.13,0,38.02,0,0
397,1565820000,13.875,0,0,0,0,105.21,0,77.04,0,0
398,1565821800,13.875,0,0,0,0,89.80,0,2.00,80.00,0
399,1565823600,13.875,0,0,0,0,6.47,0,30.43,0,0
400,1565825400,13.875,0,0,0,0,176.42,0,88.18,0,0
401,1565841600,13.875,40.70,0,0,0,172.14,124.71,104.63,0,0
402,1565843400,13.875,86.97,0,0,48.08,65.19,90.54,60.88,95.00,0
403,1565845200,13.875,21.50,0,0,146.00,158.00,135.23,0,0,0
404,1565847000,13.875,27.95,0,0,93.34,57.29,29.74,0,0,0
405,1565848800,13.875,0,0,0,0,127.44,63.00,0,0,0
406,1565850600,13.875,0,0,9.00,0,91.77,67.42,0,192.00,18.50
407,1565852400,13.875,0,0,157.62,0,152.90,186.42,0,0,117.78
408,1565854200,13.875,0,0,104.00,0,44.55,145.97,0,0,73.00
409,1565856000,13.875,0,0,26.85,0,23.51,139.43,0,0,150.69
410,1565857800,13.875,0,19.90,34.50,110.31,73.09,86.48,0,92.00,80.00
411,1565859600,13.875,0,21.21,0,139.00,46.97,100.41,0,0,0
412,1565861400,13.875,0,108.09,0,98.99,6.57,13.39,0,0,0
413,1565863200,13.875,0,152.00,0,0,0,86.00,0,0,0
414,1565865000,13.875,0,113.64,0,0,0,32.91,50.99,47.00,0
415,1565866800,13.875,0,83.44,0,0,0,47.88,101.10,0,0
416,1565868600,13.875,0,68.12,0,0,0,5.74,75.24,0,0
417,1565870400,13.875,0,0,0,0,0,0,77.99,0,0
418,1565872200,13.875,22.52,0,81.50,107.48,0,0,159.00,114.00,96.50
419,1565874000,13.875,34.50,0,9.53,52.00,0,0,36.14,0,149.82
420,1565875800,13.875,102.53,0,68.00,77.78,0,0,117.31,0,115.00
421,1565877600,13.875,155.02,0,6.06,0,0,0,5.88,0,105.66
422,1565879400,13.875,53.13,0,95.50,0,0,0,10.51,80.00,21.00
423,1565881200,13.875,18.00,0,0,0,0,0,0,0,0
424,1565883000,13.875,14.49,0,0,0,0,0,0,0,0
425,1565884800,13.875,44.17,0,0,0,0,0,0,0,0
426,1565886600,13.875,123.74,58.55,0,134.35,0,0,0,60.00,0
427,1565888400,13.875,51.50,25.46,0,194.00,0,0,0,0,0
428,1565890200,13.875,2.59,138.58,0,117.38,0,0,0,0,0
429,1565892000,13.875,0,63.00,0,0,0,0,0,0,0
430,1565893800,13.875,0,60.98,57.00,0,0,0,0,124.00,57.50
431,1565895600,13.875,0,115.97,15.59,0,0,0,0,0,3.46
432,1565897400,13.875,0,65.82,15.00,0,0,0,0,0,146.00
433,1565899200,13.875,0,0,71.01,0,0,0,0,0,89.20
434,1565901000,13.875,0,0,14.50,111.02,26.28,0,48.21,41.00,37.50
435,1565902800,13.875,0,0,0,82.00,11.74,0,104.04,0,0
436,1565904600,13.875,0,0,0,107.48,64.01,0,13.75,0,0
437,1565906400,13.875,0,0,0,0,90.52,0,29.48,0,0
438,1565908200,13.875,0,0,0,0,64.35,0,20.00,6.00,0
439,1565910000,13.875,0,0,0,0,4.05,0,81.79,0,0
440,1565911800,13.875,0,0,0,0,158.60,0,4.05,0,0
441,1565928000,13.875,38.11,0,0,0,168.34,13.86,84.64,0,0
442,1565929800,13.875,103.94,0,0,16.97,52.35,145.97,39.86,153.00,0
443,1565931600,13.875,50.50,0,0,88.00,191.00,77.27,0,0,0
444,1565933400,13.875,28.99,0,0,101.12,143.21,178.46,0,0,0
445,1565935200,13.875,0,0,0,0,16.17,157.00,0,0,0
446,1565937000,13.875,0,0,47.50,0,147.02,40.65,0,16.00,75.00
447,1565938800,13.875,0,0,21.65,0,8.09,74.38,0,0,164.54
448,1565940600,13.875,0,0,129.00,0,16.97,91.46,0,0,38.00
449,1565942400,13.875,0,0,97.86,0,74.65,104.79,0,0,65.82
450,1565944200,13.875,0,52.04,14.00,17.68,55.39,20.63,0,37.00,1.50
451,1565946000,13.875,0,82.73,0,55.00,21.63,2.83,0,0,0
452,1565947800,13.875,0,71.14,0,60.10,27.69,96.79,0,0,0
453,1565949600,13.875,0,178.00,0,0,0,16.00,0,0,0
454,1565951400,13.875,0,25.87,0,0,0,3.83,20.09,186.00,0
455,1565953200,13.875,0,70.00,0,0,0,45.03,96.40,0,0
456,1565955000,13.875,0,33.68,0,0,0,2.48,87.37,0,0
457,1565956800,13.875,0,0,0,0,0,0,30.43,0,0
458,1565958600,13.875,3.36,0,62.00,107.48,0,0,136.00,123.00,88.50
459,1565960400,13.875,62.00,0,153.29,21.00,0,0,60.87,0,88.33
460,1565962200,13.875,23.33,0,155.00,26.16,0,0,33.98,0,33.00
461,1565964000,13.875,58.02,0,42.44,0,0,0,57.02,0,123.84
462,1565965800,13.875,191.25,0,78.00,0,0,0,28.12,22.00,61.00
463,1565967600,13.875,41.00,0,0,0,0,0,0,0,0
464,1565969400,13.875,25.11,0,0,0,0,0,0,0,0
465,1565971200,13.875,165.41,0,0,0,0,0,0,0,0
466,1565973000,13.875,15.56,41.71,0,38.89,0,0,0,105.00,0
467,1565974800,13.875,18.50,16.97,0,51.00,0,0,0,0,0
468,1565976600,13.875,11.91,3.70,0,114.55,0,0,0,0,0
469,1565978400,13.875,0,109.00,0,0,0,0,0,0,0
470,1565980200,13.875,0,156.14,84.50,0,0,0,0,168.00,63.00
471,1565982000,13.875,0,37.48,91.80,0,0,0,0,0,113.45
472,1565983800,13.875,0,29.08,131.00,0,0,0,0,0,198.00
473,1565985600,13.875,0,0,136.83,0,0,0,0,0,5.20
474,1565987400,13.875,0,0,57.50,81.32,12.51,0,12.36,134.00,76.00
475,1565989200,13.875,0,0,0,53.00,24.41,0,27.63,0,0
476,1565991000,13.875,0,0,0,50.20,46.31,0,74.43,0,0
477,1565992800,13.875,0,0,0,0,13.52,0,174.04,0,0
478,1565994600,13.875,0,0,0,0,103.94,0,154.00,184.00,0
479,1565996400,13.875,0,0,0,0,127.02,0,104.62,0,0
480,1565998200,13.875,0,0,0,0,143.45,0,122.16,0,0
481,1566014400,13.875,139.43,0,0,0,92.25,168.01,65.83,0,0
482,1566016200,13.875,126.57,0,0,103.24,45.43,154.29,46.35,168.00,0
483,1566018000,13.875,17.50,0,0,60.00,114.00,165.17,0,0,0
484,1566019800,13.875,39.60,0,0,5.66,187.66,94.19,0,0,0
485,1566021600,13.875,0,0,0,0,41.85,140.00,0,0,0
486,1566023400,13.875,0,0,42.50,0,99.79,106.08,0,199.00,96.50
487,1566025200,13.875,0,0,157.62,0,62.29,53.13,0,0,137.70
488,1566027000,13.875,0,0,22.00,0,62.93,47.12,0,0,63.00
489,1566028800,13.875,0,0,75.34,0,51.14,144.63,0,0,111.72
490,1566030600,13.875,0,69.65,97.50,106.77,26.33,95.20,0,78.00,85.50
491,1566032400,13.875,0,34.65,0,157.00,4.94,84.15,0,0,0
492,1566034200,13.875,0,164.45,0,48.08,25.97,74.88,0,0,0
493,1566036000,13.875,0,82.00,0,0,0,0.50,0,0,0
494,1566037800,13.875,0,150.59,0,0,0,15.69,33.68,52.00,0
495,1566039600,13.875,0,81.32,0,0,0,11.39,55.84,0,0
496,1566041400,13.875,0,33.29,0,0,0,6.79,144.81,0,0
497,1566043200,13.875,0,0,0,0,0,0,39.94,0,0
498,1566045000,13.875,2.33,0,90.00,46.67,0,0,175.00,59.00,51.00
499,1566046800,13.875,43.50,0,152.42,159.00,0,0,88.45,0,158.48
500,1566048600,13.875,132.94,0,163.00,72.12,0,0,67.15,0,195.00
501,1566050400,13.875,4.33,0,51.10,0,0,0,30.56,0,66.68
502,1566052200,13.875,59.89,0,71.50,0,0,0,60.26,165.00,23.00
503,1566054000,13.875,134.00,0,0,0,0,0,0,0,0
504,1566055800,13.875,156.48,0,0,0,0,0,0,0,0
505,1566057600,13.875,86.60,0,0,0,0,0,0,0,0
506,1566059400,13.875,74.95,72.33,0,139.30,0,0,0,104.00,0
507,1566061200,13.875,47.50,139.30,0,186.00,0,0,0,0,0
508,1566063000,13.875,44.78,118.26,0,43.84,0,0,0,0,0
509,1566064800,13.875,0,33.00,0,0,0,0,0,0,0
510,1566066600,13.875,0,170.92,69.50,0,0,0,0,141.00,58.50
511,1566068400,13.875,0,10.61,49.36,0,0,0,0,0,102.19
512,1566070200,13.875,0,64.29,38.00,0,0,0,0,0,154.00
513,1566072000,13.875,0,0,105.66,0,0,0,0,0,25.11
514,1566073800,13.875,0,0,32.50,70.71,19.87,0,57.79,78.00,60.00
515,1566075600,13.875,0,0,0,184.00,13.60,0,22.34,0,0
516,1566077400,13.875,0,0,0,48.79,46.76,0,109.22,0,0
517,1566079200,13.875,0,0,0,0,97.57,0,75.13,0,0
518,1566081000,13.875,0,0,0,0,100.41,0,160.00,40.00,0
519,1566082800,13.875,0,0,0,0,107.60,0,185.46,0,0
520,1566084600,13.875,0,0,0,0,131.87,0,120.54,0,0
521,1566100800,13.875,25.98,0,0,0,11.41,118.65,105.21,0,0
522,1566102600,13.875,43.13,0,0,93.34,40.50,46.19,32.45,97.00,0
523,1566104400,13.875,31.00,0,0,130.00,66.00,26.08,0,0,0
524,1566106200,13.875,18.63,0,0,77.07,102.72,165.57,0,0,0
525,1566108000,13.875,0,0,0,0,184.50,137.00,0,0,0
526,1566109800,13.875,0,0,49.50,0,129.20,111.04,0,24.00,89.50
527,1566111600,13.875,0,0,104.79,0,76.05,89.83,0,0,61.49
528,1566113400,13.875,0,0,125.00,0,29.70,158.91,0,0,107.00
529,1566115200,13.875,0,0,102.19,0,0.59,145.49,0,0,118.65
530,1566117000,13.875,0,48.98,90.00,14.14,53.12,96.00,0,97.00,54.00
531,1566118800,13.875,0,112.43,0,16.00,22.25,19.80,0,0,0
532,1566120600,13.875,0,133.96,0,100.41,17.21,14.00,0,0,0
533,1566122400,13.875,0,133.00,0,0,0,32.00,0,0,0
534,1566124200,13.875,0,125.65,0,0,0,42.86,8.03,126.00,0
535,1566126000,13.875,0,42.43,0,0,0,33.65,32.92,0,0
536,1566127800,13.875,0,45.54,0,0,0,18.67,23.46,0,0
537,1566129600,13.875,0,0,0,0,0,0,76.08,0,0
538,1566131400,13.875,7.76,0,27.00,140.01,0,0,89.00,135.00,71.00
539,1566133200,13.875,12.00,0,56.29,167.00,0,0,27.58,0,170.61
540,1566135000,13.875,74.25,0,155.00,87.68,0,0,14.56,0,91.00
541,1566136800,13.875,164.54,0,38.11,0,0,0,83.47,0,41.57
542,1566138600,13.875,117.84,0,34.50,0,0,0,32.76,78.00,76.50
543,1566140400,13.875,174.00,0,0,0,0,0,0,0,0
544,1566142200,13.875,137.16,0,0,0,0,0,0,0,0
545,1566144000,13.875,116.91,0,0,0,0,0,0,0,0
546,1566145800,13.875,63.64,14.16,0,28.99,0,0,0,180.00,0
547,1566147600,13.875,58.00,35.36,0,133.00,0,0,0,0,0
548,1566149400,13.875,16.31,62.82,0,10.61,0,0,0,0,0
549,1566151200,13.875,0,159.00,0,0,0,0,0,0,0
550,1566153000,13.875,0,72.99,36.50,0,0,0,0,56.00,18.50
551,1566154800,13.875,0,98.29,103.92,0,0,0,0,0,25.11
552,1566156600,13.875,0,70.03,144.00,0,0,0,0,0,42.00
553,1566158400,13.875,0,0,141.16,0,0,0,0,0,142.03
554,1566160200,13.875,0,0,57.50,100.41,20.18,0,24.72,131.00,67.50
555,1566162000,13.875,0,0,0,107.00,52.53,0,27.04,0,0
556,1566163800,13.875,0,0,0,81.32,40.86,0,84.14,0,0
557,1566165600,13.875,0,0,0,0,81.70,0,141.71,0,0
558,1566167400,13.875,0,0,0,0,0.71,0,164.00,146.00,0
559,1566169200,13.875,0,0,0,0,139.96,0,169.29,0,0
560,1566171000,13.875,0,0,0,0,155.04,0,77.67,0,0
561,1566187200,13.875,129.04,0,0,0,7.61,45.03,60.54,0,0
562,1566189000,13.875,125.16,0,0,137.89,50.37,54.51,3.71,92.00,0
563,1566190800,13.875,4.50,0,0,98.00,1.00,151.65,0,0,0
564,1566192600,13.875,35.72,0,0,120.92,29.63,60.48,0,0,0
565,1566194400,13.875,0,0,0,0,24.73,48.00,0,0,0
566,1566196200,13.875,0,0,53.00,0,38.31,197.30,0,94.00,41.00
567,1566198000,13.875,0,0,173.21,0,101.13,160.34,0,0,28.58
568,1566199800,13.875,0,0,127.00,0,24.75,140.43,0,0,176.00
569,1566201600,13.875,0,0,24.25,0,85.82,116.91,0,0,96.99
570,1566203400,13.875,0,48.98,46.00,137.89,41.31,98.38,0,5.00,70.00
571,1566205200,13.875,0,16.97,0,38.00,18.85,48.08,0,0,0
572,1566207000,13.875,0,103.47,0,136.47,3.75,110.79,0,0,0
573,1566208800,13.875,0,107.00,0,0,0,96.50,0,0,0
574,1566210600,13.875,0,170.92,0,0,0,5.74,25.96,142.00,0
575,1566212400,13.875,0,28.28,0,0,0,2.33,63.48,0,0
576,1566214200,13.875,0,42.86,0,0,0,2.87,113.26,0,0
577,1566216000,13.875,0,0,0,0,0,0,58.97,0,0
578,1566217800,13.875,39.08,0,65.50,87.68,0,0,114.00,9.00,41.50
579,1566219600,13.875,61.00,0,132.50,170.00,0,0,154.07,0,161.08
580,1566221400,13.875,85.56,0,38.00,101.82,0,0,71.19,0,129.00
581,1566223200,13.875,134.23,0,71.01,0,0,0,32.92,0,25.98
582,1566225000,13.875,37.67,0,75.50,0,0,0,0.93,42.00,100.00
583,1566226800,13.875,31.00,0,0,0,0,0,0,0,0
584,1566228600,13.875,55.06,0,0,0,0,0,0,0,0
585,1566230400,13.875,33.77,0,0,0,0,0,0,0,0
586,1566232200,13.875,65.05,58.17,0,33.23,0,0,0,120.00,0
587,1566234000,13.875,2.50,32.53,0,14.00,0,0,0,0,0
588,1566235800,13.875,6.73,121.03,0,128.69,0,0,0,0,0
589,1566237600,13.875,0,73.00,0,0,0,0,0,0,0
590,1566239400,13.875,0,172.77,19.50,0,0,0,0,179.00,53.00
591,1566241200,13.875,0,74.25,120.38,0,0,0,0,0,35.51
592,1566243000,13.875,0,52.81,24.00,0,0,0,0,0,54.00
593,1566244800,13.875,0,0,148.96,0,0,0,0,0,164.54
594,1566246600,13.875,0,0,45.50,122.33,21.74,0,60.57,108.00,3.00
595,1566248400,13.875,0,0,0,171.00,9.27,0,88.76,0,0
596,1566250200,13.875,0,0,0,131.52,12.26,0,79.28,0,0
597,1566252000,13.875,0,0,0,0,107.56,0,27.58,0,0
598,1566253800,13.875,0,0,0,0,140.01,0,49.00,4.00,0
599,1566255600,13.875,0,0,0,0,49.35,0,139.81,0,0
600,1566257400,13.875,0,0,0,0,88.21,0,44.50,0,0
601,1566273600,13.875,45.90,0,0,0,82.74,11.26,102.27,0,0
602,1566275400,13.875,26.87,0,0,45.96,126.42,133.96,19.47,123.00,0
603,1566277200,13.875,18.50,0,0,192.00,53.00,6.76,0,0,0
604,1566279000,13.875,7.51,0,0,109.60,10.86,119.96,0,0,0
605,1566280800,13.875,0,0,0,0,125.54,156.00,0,0,0
606,1566282600,13.875,0,0,4.50,0,87.32,150.70,0,139.00,31.00
607,1566284400,13.875,0,0,166.28,0,10.52,167.11,0,0,117.78
608,1566286200,13.875,0,0,150.00,0,88.39,21.25,0,0,140.00
609,1566288000,13.875,0,0,32.04,0,13.52,20.78,0,0,72.75
610,1566289800,13.875,0,57.40,25.00,82.73,4.99,125.35,0,118.00,65.00
611,1566291600,13.875,0,113.84,0,65.00,20.40,123.04,0,0,0
612,1566293400,13.875,0,89.62,0,20.51,4.22,64.53,0,0,0
613,1566295200,13.875,0,95.00,0,0,0,86.50,0,0,0
614,1566297000,13.875,0,136.73,0,0,0,33.68,0.93,165.00,0
615,1566298800,13.875,0,36.06,0,0,0,10.35,117.56,0,0
616,1566300600,13.875,0,73.09,0,0,0,10.44,28.32,0,0
617,1566302400,13.875,0,0,0,0,0,0,55.16,0,0
618,1566304200,13.875,27.95,0,59.00,51.62,0,0,77.00,110.00,38.50
619,1566306000,13.875,23.00,0,108.25,162.00,0,0,157.88,0,14.72
620,1566307800,13.875,50.91,0,84.00,99.70,0,0,27.51,0,17.00
621,1566309600,13.875,72.75,0,98.73,0,0,0,21.75,0,93.53
622,1566311400,13.875,17.39,0,49.00,0,0,0,55.01,47.00,52.00
623,1566313200,13.875,5.00,0,0,0,0,0,0,0,0
624,1566315000,13.875,0.97,0,0,0,0,0,0,0,0
625,1566316800,13.875,58.02,0,0,0,0,0,0,0,0
626,1566318600,13.875,132.94,19.52,0,14.14,0,0,0,100.00,0
627,1566320400,13.875,20.50,30.41,0,183.00,0,0,0,0,0
628,1566322200,13.875,18.63,24.94,0,42.43,0,0,0,0,0
629,1566324000,13.875,0,28.00,0,0,0,0,0,0,0
630,1566325800,13.875,0,60.98,3.50,0,0,0,0,167.00,49.50
631,1566327600,13.875,0,74.95,91.80,0,0,0,0,0,2.60
632,1566329400,13.875,0,26.79,114.00,0,0,0,0,0,68.00
633,1566331200,13.875,0,0,90.93,0,0,0,0,0,7.79
634,1566333000,13.875,0,0,86.50,91.22,1.72,0,19.47,143.00,26.00
635,1566334800,13.875,0,0,0,73.00,30.90,0,85.23,0,0
636,1566336600,13.875,0,0,0,41.01,74.91,0,152.10,0,0
637,1566338400,13.875,0,0,0,0,18.22,0,101.76,0,0
638,1566340200,13.875,0,0,0,0,98.99,0,113.00,44.00,0
639,1566342000,13.875,0,0,0,0,141.58,0,145.51,0,0
640,1566343800,13.875,0,0,0,0,134.54,0,70.38,0,0
641,1566360000,13.875,119.51,0,0,0,6.66,12.12,82.88,0,0
642,1566361800,13.875,74.95,0,0,69.30,150.13,93.31,33.68,165.00,0
643,1566363600,13.875,62.00,0,0,109.00,141.00,118.81,0,0,0
644,1566365400,13.875,13.20,0,0,52.33,45.43,102.12,0,0,0
645,1566367200,13.875,0,0,0,0,136.00,155.00,0,0,0
646,1566369000,13.875,0,0,46.00,0,67.72,166.56,0,123.00,78.00
647,1566370800,13.875,0,0,88.33,0,94.65,17.39,0,0,26.85
648,1566372600,13.875,0,0,152.00,0,101.12,157.06,0,0,178.00
649,1566374400,13.875,0,0,6.06,0,96.40,159.35,0,0,108.25
650,1566376200,13.875,0,62.76,11.50,136.47,32.23,9.52,0,34.00,29.50
651,1566378000,13.875,0,79.20,0,106.00,29.36,26.16,0,0,0
652,1566379800,13.875,0,125.65,0,32.53,27.69,32.87,0,0,0
653,1566381600,13.875,0,64.00,0,0,0,86.00,0,0,0
654,1566383400,13.875,0,131.19,0,0,0,21.05,56.86,67.00,0
655,1566385200,13.875,0,105.36,0,0,0,0.26,25.27,0,0
656,1566387000,13.875,0,48.22,0,0,0,4.83,111.64,0,0
657,1566388800,13.875,0,0,0,0,0,0,156.92,0,0
658,1566390600,13.875,36.75,0,23.00,50.20,0,0,86.00,63.00,48.50
659,1566392400,13.875,28.50,0,72.75,122.00,0,0,174.99,0,119.51
660,1566394200,13.875,25.46,0,78.00,20.51,0,0,122.16,0,173.00
661,1566396000,13.875,25.11,0,110.85,0,0,0,17.63,0,90.93
662,1566397800,13.875,130.40,0,36.50,0,0,0,4.94,121.00,38.50
663,1566399600,13.875,172.00,0,0,0,0,0,0,0,0
664,1566401400,13.875,72.44,0,0,0,0,0,0,0,0
665,1566403200,13.875,164.54,0,0,0,0,0,0,0,0
666,1566405000,13.875,17.68,13.01,0,37.48,0,0,0,5.00,0
667,1566406800,13.875,6.00,16.97,0,37.00,0,0,0,0,0
668,1566408600,13.875,17.34,84.07,0,2.83,0,0,0,0,0
669,1566410400,13.875,0,190.00,0,0,0,0,0,0,0
670,1566412200,13.875,0,166.30,1.50,0,0,0,0,28.00,84.00
671,1566414000,13.875,0,69.30,127.31,0,0,0,0,0,48.50
672,1566415800,13.875,0,11.48,165.00,0,0,0,0,0,144.00
673,1566417600,13.875,0,0,92.66,0,0,0,0,0,71.88
674,1566419400,13.875,0,0,23.50,9.19,22.53,0,40.48,101.00,31.50
675,1566421200,13.875,0,0,0,168.00,40.79,0,116.38,0,0
676,1566423000,13.875,0,0,0,31.11,57.20,0,1.62,0,0
677,1566424800,13.875,0,0,0,0,27.63,0,45.65,0,0
678,1566426600,13.875,0,0,0,0,42.43,0,91.00,178.00,0
679,1566428400,13.875,0,0,0,0,72.81,0,1.90,0,0
680,1566430200,13.875,0,0,0,0,137.22,0,5.66,0,0
681,1566446400,13.875,30.31,0,0,0,155.97,134.23,76.41,0,0
682,1566448200,13.875,41.01,0,0,12.02,143.21,70.21,35.23,71.00,0
683,1566450000,13.875,11.50,0,0,189.00,117.00,12.56,0,0,0
684,1566451800,13.875,39.86,0,0,7.07,51.36,17.85,0,0,0
685,1566453600,13.875,0,0,0,0,46.60,147.00,0,0,0
686,1566455400,13.875,0,0,4.00,0,121.18,19.83,0,72.00,28.00
687,1566457200,13.875,0,0,106.52,0,22.65,22.22,0,0,135.10
688,1566459000,13.875,0,0,6.00,0,101.12,123.80,0,0,187.00
689,1566460800,13.875,0,0,26.85,0,14.69,109.99,0,0,82.27
690,1566462600,13.875,0,7.65,60.00,7.78,27.69,150.74,0,50.00,24.00
691,1566464400,13.875,0,70.71,0,115.00,55.01,57.28,0,0,0
692,1566466200,13.875,0,35.11,0,123.04,10.17,18.87,0,0,0
693,1566468000,13.875,0,136.00,0,0,0,7.50,0,0,0
694,1566469800,13.875,0,28.64,0,0,0,45.92,34.30,52.00,0
695,1566471600,13.875,0,24.04,0,0,0,18.89,9.40,0,0
696,1566473400,13.875,0,24.87,0,0,0,6.13,138.34,0,0
697,1566475200,13.875,0,0,0,0,0,0,2.85,0,0
698,1566477000,13.875,42.45,0,49.50,108.19,0,0,86.00,127.00,42.00
699,1566478800,13.875,77.50,0,105.66,65.00,0,0,87.50,0,32.91
700,1566480600,13.875,128.69,0,31.00,102.53,0,0,113.26,0,114.00
701,1566482400,13.875,29.44,0,10.39,0,0,0,58.78,0,7.79
702,1566484200,13.875,85.00,0,50.50,0,0,0,4.02,199.00,90.50
703,1566486000,13.875,36.00,0,0,0,0,0,0,0,0
704,1566487800,13.875,136.20,0,0,0,0,0,0,0,0
705,1566489600,13.875,122.98,0,0,0,0,0,0,0,0
706,1566491400,13.875,0.71,36.35,0,107.48,0,0,0,178.00,0
707,1566493200,13.875,58.00,36.77,0,21.00,0,0,0,0,0
708,1566495000,13.875,22.52,68.37,0,96.17,0,0,0,0,0
709,1566496800,13.875,0,46.00,0,0,0,0,0,0,0
710,1566498600,13.875,0,171.84,56.00,0,0,0,0,191.00,89.00
711,1566500400,13.875,0,107.48,86.60,0,0,0,0,0,46.77
712,1566502200,13.875,0,70.03,90.00,0,0,0,0,0,21.00
713,1566504000,13.875,0,0,93.53,0,0,0,0,0,63.22
714,1566505800,13.875,0,0,9.00,22.63,13.77,0,60.57,142.00,7.00
715,1566507600,13.875,0,0,0,53.00,22.25,0,29.39,0,0
716,1566509400,13.875,0,0,0,78.49,83.99,0,92.23,0,0
717,1566511200,13.875,0,0,0,0,11.17,0,152.17,0,0
718,1566513000,13.875,0,0,0,0,62.93,0,73.00,15.00,0
719,1566514800,13.875,0,0,0,0,67.15,0,177.85,0,0
720,1566516600,13.875,0,0,0,0,125.63,0,114.07,0,0
721,1566532800,13.875,120.38,0,0,0,8.56,159.35,116.38,0,0
722,1566534600,13.875,9.19,0,0,69.30,177.78,150.59,21.94,61.00,0
723,1566536400,13.875,35.50,0,0,66.00,101.00,3.86,0,0,0
724,1566538200,13.875,26.40,0,0,125.87,83.95,3.97,0,0,0
725,1566540000,13.875,0,0,0,0,75.13,14.00,0,0,0
726,1566541800,13.875,0,0,45.00,0,23.17,105.09,0,63.00,65.50
727,1566543600,13.875,0,0,23.38,0,44.50,24.15,0,0,148.96
728,1566545400,13.875,0,0,24.00,0,60.81,91.46,0,0,71.00
729,1566547200,13.875,0,0,120.38,0,23.51,70.15,0,0,72.75
730,1566549000,13.875,0,50.13,15.00,5.66,71.73,11.90,0,124.00,99.00
731,1566550800,13.875,0,14.14,0,191.00,57.79,64.35,0,0,0
732,1566552600,13.875,0,125.65,0,129.40,26.59,34.09,0,0,0
733,1566554400,13.875,0,81.00,0,0,0,25.00,0,0,0
734,1566556200,13.875,0,69.29,0,0,0,19.52,56.24,61.00,0
735,1566558000,13.875,0,10.61,0,0,0,30.80,25.27,0,0
736,1566559800,13.875,0,36.35,0,0,0,20.36,38.02,0,0
737,1566561600,13.875,0,0,0,0,0,0,180.70,0,0
738,1566563400,13.875,26.66,0,62.50,140.71,0,0,73.00,173.00,23.50
739,1566565200,13.875,47.00,0,42.44,195.00,0,0,38.99,0,16.45
740,1566567000,13.875,130.81,0,100.00,112.43,0,0,69.58,0,22.00
741,1566568800,13.875,27.71,0,78.81,0,0,0,73.47,0,41.57
742,1566570600,13.875,31.88,0,6.50,0,0,0,3.09,40.00,78.00
743,1566572400,13.875,56.00,0,0,0,0,0,0,0,0
744,1566574200,13.875,15.45,0,0,0,0,0,0,0,0
745,1566576000,13.875,168.87,0,0,0,0,0,0,0,0
746,1566577800,13.875,8.49,31.00,0,31.11,0,0,0,141.00,0
747,1566579600,13.875,11.00,86.97,0,145.00,0,0,0,0,0
748,1566581400,13.875,28.47,22.17,0,19.09,0,0,0,0,0
749,1566583200,13.875,0,120.00,0,0,0,0,0,0,0
750,1566585000,13.875,0,134.89,71.50,0,0,0,0,57.00,43.00
751,1566586800,13.875,0,64.35,57.16,0,0,0,0,0,127.31
752,1566588600,13.875,0,64.29,186.00,0,0,0,0,0,160.00
753,1566590400,13.875,0,0,110.85,0,0,0,0,0,135.10
754,1566592200,13.875,0,0,74.50,43.13,21.43,0,48.52,45.00,2.00
755,1566594000,13.875,0,0,0,108.00,42.95,0,106.98,0,0
756,1566595800,13.875,0,0,0,55.86,15.44,0,1.62,0,0
757,1566597600,13.875,0,0,0,0,27.04,0,134.10,0,0
758,1566599400,13.875,0,0,0,0,130.81,0,170.00,167.00,0
759,1566601200,13.875,0,0,0,0,159.38,0,126.49,0,0
760,1566603000,13.875,0,0,0,0,97.12,0,146.43,0,0
761,1566619200,13.875,47.63,0,0,0,63.72,56.29,11.17,0,0
762,1566621000,13.875,41.01,0,0,22.63,149.14,155.21,53.15,53.00,0
763,1566622800,13.875,31.50,0,0,145.00,176.00,81.14,0,0,0
764,1566624600,13.875,1.81,0,0,57.28,69.14,183.42,0,0,0
765,1566626400,13.875,0,0,0,0,97.01,149.00,0,0,0
766,1566628200,13.875,0,0,55.50,0,137.22,197.30,0,77.00,77.00
767,1566630000,13.875,0,0,136.83,0,89.80,134.26,0,0,98.73
768,1566631800,13.875,0,0,117.00,0,113.14,4.62,0,0,32.00
769,1566633600,13.875,0,0,144.63,0,8.82,84.00,0,0,114.32
770,1566635400,13.875,0,19.13,91.50,25.46,51.30,43.63,0,59.00,55.50
771,1566637200,13.875,0,75.66,0,4.00,15.76,3.54,0,0,0
772,1566639000,13.875,0,90.54,0,62.93,21.12,11.57,0,0,0
773,1566640800,13.875,0,80.00,0,0,0,19.50,0,0,0
774,1566642600,13.875,0,182.00,0,0,0,49.37,7.42,200.00,0
775,1566644400,13.875,0,70.00,0,0,0,35.20,48.79,0,0
776,1566646200,13.875,0,70.03,0,0,0,1.04,93.85,0,0
