id,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
286,16,"1,695.10","1,844.78",0.00,0.00,503.66,"1,250.50",0.00,0.00,0.00
287,14,0.00,0.00,63.11,"2,308.30",598.10,0.00,0.00,0.00,0.00
288,22,0.00,188.24,0.00,0.00,818.45,344.96,0.00,"1,413.48",0.00
289,11,"1,483.21",338.84,"2,902.95",0.00,0.00,0.00,0.00,0.00,"3,630.86"
290,12,0.00,414.13,0.00,"1,828.65","2,675.71",0.00,"2,754.36","1,612.82",0.00
291,15,"1,271.32",0.00,0.00,0.00,503.66,0.00,0.00,"1,123.54",0.00
292,11,181.62,"2,560.11","3,155.38",0.00,0.00,0.00,"1,328.00","1,177.90","1,161.87"
293,23,332.97,"3,049.54","2,303.43","1,438.94",94.44,0.00,"3,442.95","1,703.43","1,742.81"
294,20,"1,604.29","2,371.86",0.00,"2,158.41",0.00,905.53,0.00,"1,051.05","1,597.58"
295,18,"1,543.75","2,183.62",63.11,"2,308.30",566.62,0.00,0.00,0.00,"4,550.67"
296,17,0.00,0.00,31.55,329.76,"2,329.44",0.00,"3,393.77",0.00,0.00
297,24,"1,997.80",0.00,0.00,0.00,"2,644.23",0.00,"4,869.32",0.00,"2,856.27"
298,28,"2,845.35",0.00,0.00,0.00,0.00,0.00,"3,000.29",0.00,0.00
299,27,0.00,"1,280.05",94.66,0.00,0.00,"1,983.55",0.00,0.00,0.00
300,18,0.00,"3,011.89",0.00,"1,438.94","2,360.92",0.00,0.00,0.00,0.00
